# Rasgos activos de la red NNUE, calculados por Vigía: el sentido A del vector dorado.
# generador indices --semilla 20260911 — 100 partidas aleatorias.
# Una línea por posición: categoría|fen|rasgos vistos por las blancas|rasgos vistos por las negras
desequilibrio|5k2/2R5/3p4/1p2pp2/1P1n1p2/8/3PP1P1/3K1B2 b - - 1 30|11 12 14 25 133 242 323 413 417 420 421 427 475 765|19 25 28 29 37 99 325 417 435 436 438 573 586 763
desequilibrio|5k2/2R5/8/1p1ppp2/1P1n1p2/8/3PP1P1/3K1B2 w - - 0 31|11 12 14 25 133 242 323 413 417 419 420 421 475 765|25 27 28 29 37 99 325 417 435 436 438 573 586 763
desequilibrio|5k2/4R3/8/1p1ppp2/1P1n1p2/8/3PP1P1/3K1B2 b - - 1 31|11 12 14 25 133 244 323 413 417 419 420 421 475 765|25 27 28 29 37 99 325 417 435 436 438 573 588 763
desequilibrio|5k2/4R3/8/1p1p1p2/1P1npp2/8/3PP1P1/3K1B2 w - - 0 32|11 12 14 25 133 244 323 412 413 417 419 421 475 765|25 27 29 36 37 99 325 417 435 436 438 573 588 763
desequilibrio|5k2/1R6/8/1p1p1p2/1P1npp2/8/3PP1P1/3K1B2 b - - 1 32|11 12 14 25 133 241 323 412 413 417 419 421 475 765|25 27 29 36 37 99 325 417 435 436 438 573 585 763
desequilibrio|6k1/1R6/8/1p1p1p2/1P1npp2/8/3PP1P1/3K1B2 w - - 2 33|11 12 14 25 133 241 323 412 413 417 419 421 475 766|25 27 29 36 37 99 326 417 435 436 438 573 585 763
desequilibrio|6k1/6R1/8/1p1p1p2/1P1npp2/8/3PP1P1/3K1B2 b - - 3 33|11 12 14 25 133 246 323 412 413 417 419 421 475 766|25 27 29 36 37 99 326 417 435 436 438 573 590 763
desequilibrio|5k2/6R1/8/1p1p1p2/1P1npp2/8/3PP1P1/3K1B2 w - - 4 34|11 12 14 25 133 246 323 412 413 417 419 421 475 765|25 27 29 36 37 99 325 417 435 436 438 573 590 763
desequilibrio|5k2/6R1/8/1p1p1p2/1P1npp2/6P1/3PP3/3K1B2 b - - 0 34|11 12 22 25 133 246 323 412 413 417 419 421 475 765|25 27 29 36 37 99 325 417 430 435 436 573 590 763
desequilibrio|5k2/6R1/8/1p1p1p2/1P1np3/6p1/3PP3/3K1B2 w - - 0 35|11 12 25 133 246 323 406 412 417 419 421 475 765|25 27 29 36 46 99 325 417 435 436 573 590 763
desequilibrio|5k2/8/8/1p1p1p2/1P1np3/6R1/3PP3/3K1B2 b - - 0 35|11 12 25 133 214 323 412 417 419 421 475 765|25 27 29 36 99 325 417 435 436 573 622 763
desequilibrio|5k2/8/8/1p1p1p2/1P2p3/6R1/3Pn3/3K1B2 w - - 0 36|11 25 133 214 323 412 417 419 421 460 765|25 27 29 36 116 325 417 435 573 622 763
desequilibrio|5k2/8/8/1p1p1p2/1P2p3/6R1/3PB3/3K4 b - - 0 36|11 25 140 214 323 412 417 419 421 765|25 27 29 36 325 417 435 564 622 763
desequilibrio|8/4k3/8/1p1p1p2/1P2p3/6R1/3PB3/3K4 w - - 1 37|11 25 140 214 323 412 417 419 421 756|25 27 29 36 332 417 435 564 622 763
desequilibrio|8/4k1R1/8/1p1p1p2/1P2p3/8/3PB3/3K4 b - - 2 37|11 25 140 246 323 412 417 419 421 756|25 27 29 36 332 417 435 564 590 763
desequilibrio|8/6R1/4k3/1p1p1p2/1P2p3/8/3PB3/3K4 w - - 3 38|11 25 140 246 323 412 417 419 421 748|25 27 29 36 340 417 435 564 590 763
desequilibrio|8/8/4k3/1p1p1p2/1P2p3/8/3PB1R1/3K4 b - - 4 38|11 25 140 206 323 412 417 419 421 748|25 27 29 36 340 417 435 564 630 763
desequilibrio|8/8/4k3/1p1p4/1P2pp2/8/3PB1R1/3K4 w - - 0 39|11 25 140 206 323 412 413 417 419 748|25 27 36 37 340 417 435 564 630 763
desequilibrio|8/8/4k3/1B1p4/1P2pp2/8/3P2R1/3K4 b - - 0 39|11 25 161 206 323 412 413 419 748|27 36 37 340 417 435 537 630 763
desequilibrio|8/5k2/8/1B1p4/1P2pp2/8/3P2R1/3K4 w - - 1 40|11 25 161 206 323 412 413 419 757|27 36 37 333 417 435 537 630 763
desequilibrio|8/5k2/8/1B1p4/1P2pp2/3P4/6R1/3K4 b - - 0 40|19 25 161 206 323 412 413 419 757|27 36 37 333 417 427 537 630 763
desequilibrio|2bq1b1r/p1pk1p2/p3pn2/3p2B1/4P1PP/5N2/P1PKQP2/RN5R b - - 0 14|8 10 13 28 30 31 65 85 166 192 199 268 331 419 424 428 432 434 437 493 570 573 639 699 755|8 10 13 16 20 27 85 130 133 199 259 331 420 422 423 432 434 437 493 505 542 632 639 692 755
desequilibrio|2bq1b2/p1pk1p2/p3pn2/3p2B1/4P1Pr/5N2/P1PKQP2/RN5R w - - 0 15|8 10 13 28 30 65 85 166 192 199 268 331 419 424 428 432 434 437 493 570 573 607 699 755|8 10 13 16 20 27 85 130 133 231 259 331 420 422 432 434 437 493 505 542 632 639 692 755
desequilibrio|2bq1b2/p1pk1p2/p3pn2/3p4/4P1PB/5N2/P1PKQP2/RN5R b - - 0 15|8 10 13 28 30 65 85 159 192 199 268 331 419 424 428 432 434 437 493 570 573 699 755|8 10 13 16 20 27 85 130 133 259 331 420 422 432 434 437 493 505 551 632 639 692 755
desequilibrio|2bq4/p1pk1pb1/p3pn2/3p4/4P1PB/5N2/P1PKQP2/RN5R w - - 1 16|8 10 13 28 30 65 85 159 192 199 268 331 419 424 428 432 434 437 493 566 570 699 755|8 10 13 16 20 27 85 130 142 259 331 420 422 432 434 437 493 505 551 632 639 692 755
desequilibrio|2bq4/p1pk1pb1/Q3pn2/3p4/4P1PB/5N2/P1PK1P2/RN5R b - - 0 16|8 10 13 28 30 65 85 159 192 199 296 331 419 428 432 434 437 493 566 570 699 755|8 10 13 20 27 85 130 142 259 331 420 422 432 434 437 493 505 551 632 639 656 755
desequilibrio|2bq3b/p1pk1p2/Q3pn2/3p4/4P1PB/5N2/P1PK1P2/RN5R w - - 1 17|8 10 13 28 30 65 85 159 192 199 296 331 419 428 432 434 437 493 570 575 699 755|8 10 13 20 27 85 130 135 259 331 420 422 432 434 437 493 505 551 632 639 656 755
desequilibrio|2bq3b/p1pk1p2/2Q1pn2/3p4/4P1PB/5N2/P1PK1P2/RN5R b - - 2 17|8 10 13 28 30 65 85 159 192 199 298 331 419 428 432 434 437 493 570 575 699 755|8 10 13 20 27 85 130 135 259 331 420 422 432 434 437 493 505 551 632 639 658 755
desequilibrio|3q3b/p1p2p2/2k2n2/8/2Pp3B/N4b2/P2K1P1R/R7 w - - 0 22|8 13 26 80 159 192 207 331 411 432 434 437 493 533 575 699 746|8 10 13 35 85 135 173 259 338 418 432 437 488 551 631 632 755
desequilibrio|3q3b/p1p2p2/2k2n2/6B1/2Pp4/N4b2/P2K1P1R/R7 b - - 1 22|8 13 26 80 166 192 207 331 411 432 434 437 493 533 575 699 746|8 10 13 35 85 135 173 259 338 418 432 437 488 542 631 632 755
desequilibrio|3q3b/p1p2p2/2k2n2/6B1/2P5/N2p1b2/P2K1P1R/R7 w - - 0 23|8 13 26 80 166 192 207 331 403 432 434 437 493 533 575 699 746|8 10 13 43 85 135 173 259 338 418 432 437 488 542 631 632 755
desequilibrio|3q3b/p1p2p2/2k2n2/6B1/2P5/N2p1b2/P4P1R/R1K5 b - - 1 23|8 13 26 80 166 192 207 322 403 432 434 437 493 533 575 699 746|8 10 13 43 85 135 173 259 338 418 432 437 488 542 631 632 762
desequilibrio|3q3b/p1p2p2/2k2n2/6B1/2P5/N2p4/P4P1R/R1K4b w - - 2 24|8 13 26 80 166 192 207 322 403 432 434 437 493 519 575 699 746|8 10 13 43 85 135 191 259 338 418 432 437 488 542 631 632 762
desequilibrio|3q3b/p1p2p2/2k2n1B/8/2P5/N2p4/P4P1R/R1K4b b - - 3 24|8 13 26 80 175 192 207 322 403 432 434 437 493 519 575 699 746|8 10 13 43 85 135 191 259 338 418 432 437 488 535 631 632 762
desequilibrio|7b/p1p1qp2/2k2n1B/8/2P5/N2p4/P4P1R/R1K4b w - - 4 25|8 13 26 80 175 192 207 322 403 432 434 437 493 519 575 692 746|8 10 13 43 85 135 191 268 338 418 432 437 488 535 631 632 762
desequilibrio|7b/p1p2p2/2k2n1B/8/2P5/q2p4/P4P2/R1K4R w - - 0 26|8 13 26 175 192 199 322 403 432 434 437 493 575 656 746|8 10 13 43 85 135 296 338 418 432 437 535 632 639 762
desequilibrio|7b/p1p2p2/2k2n1B/8/2P5/q2p4/P4P2/R2K3R b - - 1 26|8 13 26 175 192 199 323 403 432 434 437 493 575 656 746|8 10 13 43 85 135 296 338 418 432 437 535 632 639 763
desequilibrio|7b/p1p2p2/3k1n1B/8/2P5/q2p4/P4P2/R2K3R w - - 2 27|8 13 26 175 192 199 323 403 432 434 437 493 575 656 747|8 10 13 43 85 135 296 339 418 432 437 535 632 639 763
desequilibrio|7b/p1p2p2/3k1n1B/8/2P5/q2p1P2/P7/R2K3R b - - 0 27|8 21 26 175 192 199 323 403 432 434 437 493 575 656 747|8 10 13 43 85 135 296 339 418 429 432 535 632 639 763
desequilibrio|7b/p1p2p2/3k1n1B/8/2P5/3p1P2/q7/R2K3R w - - 0 28|21 26 175 192 199 323 403 432 434 437 493 575 648 747|8 10 13 43 85 135 304 339 418 429 535 632 639 763
desequilibrio|7b/p1p2p2/3k1n1B/8/2P5/3p1P2/R7/3K3R b - - 0 28|21 26 175 199 200 323 403 432 434 437 493 575 747|8 10 13 43 85 135 339 418 429 535 624 639 763
desequilibrio|7b/p1p2p2/2k2n1B/8/2P5/3p1P2/R7/3K3R w - - 1 29|21 26 175 199 200 323 403 432 434 437 493 575 746|8 10 13 43 85 135 338 418 429 535 624 639 763
desequilibrio|7b/R1p2p2/2k2n1B/8/2P5/3p1P2/8/3K3R b - - 0 29|21 26 175 199 240 323 403 434 437 493 575 746|10 13 43 85 135 338 418 429 535 584 639 763
desequilibrio|4n2b/R1p2p2/2k4B/8/2P5/3p1P2/8/3K3R w - - 1 30|21 26 175 199 240 323 403 434 437 508 575 746|10 13 43 68 135 338 418 429 535 584 639 763
desequilibrio|4n2b/2p2p2/2k4B/8/2P5/3p1P2/R7/3K3R b - - 2 30|21 26 175 199 200 323 403 434 437 508 575 746|10 13 43 68 135 338 418 429 535 624 639 763
desequilibrio|4n2b/2pk1p2/7B/8/2P5/3p1P2/R7/3K3R w - - 3 31|21 26 175 199 200 323 403 434 437 508 575 755|10 13 43 68 135 331 418 429 535 624 639 763
desequilibrio|4n2b/2pk1p2/8/6B1/2P5/3p1P2/R7/3K3R b - - 4 31|21 26 166 199 200 323 403 434 437 508 575 755|10 13 43 68 135 331 418 429 542 624 639 763
desequilibrio|4n3/2pk1pb1/8/6B1/2P5/3p1P2/R7/3K3R w - - 5 32|21 26 166 199 200 323 403 434 437 508 566 755|10 13 43 68 142 331 418 429 542 624 639 763
desequilibrio|4n3/2pk1pb1/8/6B1/2P5/3p1P2/R6R/3K4 b - - 6 32|21 26 166 200 207 323 403 434 437 508 566 755|10 13 43 68 142 331 418 429 542 624 631 763
desequilibrio|4n3/3k1pb1/8/2p3B1/2P5/R2p1P2/7R/3K4 b - - 1 33|21 26 166 207 208 323 403 418 437 508 566 755|13 26 43 68 142 331 418 429 542 616 631 763
desequilibrio|4n3/2k2pb1/8/2p3B1/2P5/R2p1P2/7R/3K4 w - - 2 34|21 26 166 207 208 323 403 418 437 508 566 754|13 26 43 68 142 330 418 429 542 616 631 763
desequilibrio|4n3/2k2pb1/8/2p3B1/2P5/3R1P2/7R/3K4 b - - 0 34|21 26 166 207 211 323 418 437 508 566 754|13 26 68 142 330 418 429 542 619 631 763
desequilibrio|2k1n3/5pb1/8/2p3B1/2P5/3R1P2/7R/3K4 w - - 1 35|21 26 166 207 211 323 418 437 508 566 762|13 26 68 142 322 418 429 542 619 631 763
desequilibrio|2k1n3/5pb1/8/2p3B1/2P4R/3R1P2/8/3K4 b - - 2 35|21 26 166 211 223 323 418 437 508 566 762|13 26 68 142 322 418 429 542 615 619 763
desequilibrio|2k5/2n2pb1/8/2p3B1/2P4R/3R1P2/8/3K4 w - - 3 36|21 26 166 211 223 323 418 437 498 566 762|13 26 74 142 322 418 429 542 615 619 763
desequilibrio|2k5/2n2pb1/8/2p3B1/2P4R/2R2P2/8/3K4 b - - 4 36|21 26 166 210 223 323 418 437 498 566 762|13 26 74 142 322 418 429 542 615 618 763
desequilibrio|2k5/8/1R6/b1pP1pB1/8/5P2/8/3K4 b - - 0 40|21 35 166 233 323 418 421 544 762|26 29 152 322 411 429 542 593 763
desequilibrio|8/2k5/1R6/b1pP1pB1/8/5P2/8/3K4 w - - 1 41|21 35 166 233 323 418 421 544 754|26 29 152 330 411 429 542 593 763
desequilibrio|8/2k5/8/bRpP1pB1/8/5P2/8/3K4 b - - 2 41|21 35 166 225 323 418 421 544 754|26 29 152 330 411 429 542 601 763
desequilibrio|8/2k5/8/1RpP1pB1/8/5P2/8/3Kb3 w - - 3 42|21 35 166 225 323 418 421 516 754|26 29 188 330 411 429 542 601 763
desequilibrio|r4bnr/p1p1q3/2p1k3/3p3p/P3N3/8/1PPPP3/R1BQ1K2 w - - 0 17|9 10 11 12 24 92 130 192 259 325 419 423 426 432 434 510 573 632 639 692 748|8 10 18 27 31 70 133 192 199 268 340 416 433 434 435 436 484 570 632 699 765
desequilibrio|r4bnr/p1p1q3/2p1k3/3p3p/P3N3/8/1PPPP3/R1BQ2K1 b - - 1 17|9 10 11 12 24 92 130 192 259 326 419 423 426 432 434 510 573 632 639 692 748|8 10 18 27 31 70 133 192 199 268 340 416 433 434 435 436 484 570 632 699 766
desequilibrio|r4bnr/p1p1q3/2p1k3/7p/P3p3/8/1PPPP3/R1BQ2K1 w - - 0 18|9 10 11 12 24 130 192 259 326 412 423 426 432 434 510 573 632 639 692 748|8 10 18 31 36 70 133 192 199 268 340 416 433 434 435 436 570 632 699 766
desequilibrio|r4bnr/p1p1q3/2p1k3/7p/P3p3/8/1PPPP2K/R1BQ4 b - - 1 18|9 10 11 12 24 130 192 259 335 412 423 426 432 434 510 573 632 639 692 748|8 10 18 31 36 70 133 192 199 268 340 416 433 434 435 436 570 632 699 759
desequilibrio|4rbnr/p1p1q3/2p1k3/7p/P3p3/8/1PPPP2K/R1BQ4 w - - 2 19|9 10 11 12 24 130 192 259 335 412 423 426 432 434 510 573 636 639 692 748|8 10 18 31 36 70 133 196 199 268 340 416 433 434 435 436 570 632 699 759
desequilibrio|4rbnr/p1p1q3/2p1k3/7p/P3p3/8/1PPPP2K/R1B1Q3 b - - 3 19|9 10 11 12 24 130 192 260 335 412 423 426 432 434 510 573 636 639 692 748|8 10 18 31 36 70 133 196 199 268 340 416 433 434 435 436 570 632 700 759
desequilibrio|4rbnr/2p1q3/p1p1k3/7p/P3p3/8/1PPPP2K/R1B1Q3 w - - 0 20|9 10 11 12 24 130 192 260 335 412 423 424 426 434 510 573 636 639 692 748|10 16 18 31 36 70 133 196 199 268 340 416 433 434 435 436 570 632 700 759
desequilibrio|4rbnr/2p1q3/p1p1k3/7p/P3p3/2P5/1P1PP2K/R1B1Q3 b - - 0 20|9 11 12 18 24 130 192 260 335 412 423 424 426 434 510 573 636 639 692 748|10 16 18 31 36 70 133 196 199 268 340 416 426 433 435 436 570 632 700 759
desequilibrio|4rbnr/2p1q3/p1p2k2/7p/P3p3/2P5/1P1PP2K/R1B1Q3 w - - 1 21|9 11 12 18 24 130 192 260 335 412 423 424 426 434 510 573 636 639 692 749|10 16 18 31 36 70 133 196 199 268 341 416 426 433 435 436 570 632 700 759
desequilibrio|4rbnr/2p5/p1p2k2/7p/Pq2p3/2P5/3PP2K/R1B1Q3 w - - 0 22|11 12 18 24 130 192 260 335 412 423 424 426 434 510 573 636 639 665 749|10 16 18 31 36 70 133 196 199 289 341 416 426 435 436 570 632 700 759
desequilibrio|4rbnr/2p5/p1p2k2/P6p/1q2p3/2P5/3PP2K/R1B1Q3 b - - 0 22|11 12 18 32 130 192 260 335 412 423 424 426 434 510 573 636 639 665 749|10 16 18 31 36 70 133 196 199 289 341 408 426 435 436 570 632 700 759
desequilibrio|4r1nr/2p5/p1p2k1b/P6p/1q2p3/2P5/3PP2K/R1B1Q3 w - - 1 23|11 12 18 32 130 192 260 335 412 423 424 426 434 510 559 636 639 665 749|10 16 18 31 36 70 151 196 199 289 341 408 426 435 436 570 632 700 759
desequilibrio|8/2p4r/4Rk1n/P6p/1P6/8/4P2K/4Q3 b - - 0 29|12 25 32 236 260 335 423 434 495 631 749|10 31 87 207 341 408 417 436 596 700 759
desequilibrio|8/2p1k2r/8/P6p/1P4Q1/8/4P2K/8 b - - 0 32|12 25 32 286 335 423 434 631 756|10 31 207 332 408 417 436 678 759
desequilibrio|8/2p1k2r/8/P7/1P4p1/8/4P2K/8 w - - 0 33|12 25 32 335 414 434 631 756|10 38 207 332 408 417 436 759
desequilibrio|8/2p1k2r/8/P7/1P4p1/8/4P1K1/8 b - - 1 33|12 25 32 334 414 434 631 756|10 38 207 332 408 417 436 758
desequilibrio|5k2/2p4r/8/P7/1P4p1/8/4P1K1/8 w - - 2 34|12 25 32 334 414 434 631 765|10 38 207 325 408 417 436 758
desequilibrio|5k2/2p4r/8/P7/1P4p1/4P3/6K1/8 b - - 0 34|20 25 32 334 414 434 631 765|10 38 207 325 408 417 428 758
desequilibrio|4k3/2p4r/8/P7/1P4p1/4P3/6K1/8 w - - 1 35|20 25 32 334 414 434 631 764|10 38 207 324 408 417 428 758
desequilibrio|4k3/2p4r/8/PP6/6p1/4P3/6K1/8 b - - 0 35|20 32 33 334 414 434 631 764|10 38 207 324 408 409 428 758
desequilibrio|4k3/2p2r2/8/PP6/6p1/4P3/6K1/8 w - - 1 36|20 32 33 334 414 434 629 764|10 38 205 324 408 409 428 758
desequilibrio|4k3/2p2r2/P7/1P6/6p1/4P3/6K1/8 b - - 0 36|20 33 40 334 414 434 629 764|10 38 205 324 400 409 428 758
desequilibrio|4k3/2p5/P7/1P3r2/6p1/4P3/6K1/8 w - - 1 37|20 33 40 334 414 434 613 764|10 38 221 324 400 409 428 758
desequilibrio|4k3/2p5/P7/1P3r2/4P1p1/8/6K1/8 b - - 0 37|28 33 40 334 414 434 613 764|10 38 221 324 400 409 420 758
desequilibrio|4k3/2p5/P7/1P2r3/4P1p1/8/6K1/8 w - - 1 38|28 33 40 334 414 434 612 764|10 38 220 324 400 409 420 758
desequilibrio|1rk5/8/8/8/8/5p2/6K1/8 w - - 0 49|334 405 633 762|45 193 322 758
desequilibrio|1rk5/8/8/8/8/5p2/8/6K1 b - - 1 49|326 405 633 762|45 193 322 766
desequilibrio|1r6/1k6/8/8/8/5p2/8/6K1 w - - 2 50|326 405 633 753|45 193 329 766
desequilibrio|1r6/1k6/8/8/8/5p2/7K/8 b - - 3 50|335 405 633 753|45 193 329 759
desequilibrio|1rk5/8/8/8/8/5p2/7K/8 w - - 4 51|335 405 633 762|45 193 322 759
desequilibrio|1rk5/8/8/8/8/5pK1/8/8 b - - 5 51|342 405 633 762|45 193 322 750
desequilibrio|2k5/8/8/8/8/8/5K2/6r1 b - - 0 54|333 582 762|254 322 757
desequilibrio|2k5/8/8/8/8/8/5K2/r7 w - - 1 55|333 576 762|248 322 757
desequilibrio|2k5/8/8/8/8/8/4K3/r7 b - - 2 55|332 576 762|248 322 756
desequilibrio|2k5/8/8/8/8/8/4K3/7r w - - 3 56|332 583 762|255 322 756
desequilibrio|2k5/8/8/8/8/3K4/8/7r b - - 4 56|339 583 762|255 322 747
desequilibrio|2k5/8/8/8/8/3K4/8/6r1 w - - 5 57|339 582 762|254 322 747
desequilibrio|2k5/8/8/8/8/8/2K5/6r1 b - - 6 57|330 582 762|254 322 754
desequilibrio|2k5/8/8/8/8/8/2K5/1r6 w - - 7 58|330 577 762|249 322 754
desequilibrio|2k5/8/8/8/8/3K4/8/1r6 b - - 8 58|339 577 762|249 322 747
desequilibrio|2k5/8/8/1r6/8/3K4/8/8 w - - 9 59|339 609 762|217 322 747
desequilibrio|2k5/8/8/1r6/2K5/8/8/8 b - - 10 59|346 609 762|217 322 738
desequilibrio|2k5/8/8/7r/2K5/8/8/8 w - - 11 60|346 615 762|223 322 738
desequilibrio|2k5/8/8/7r/3K4/8/8/8 b - - 12 60|347 615 762|223 322 739
desequilibrio|8/2k5/8/7r/3K4/8/8/8 w - - 13 61|347 615 754|223 330 739
desequilibrio|8/2k5/8/7r/8/2K5/8/8 b - - 14 61|338 615 754|223 330 746
desequilibrio|8/3k4/8/7r/8/2K5/8/8 w - - 15 62|338 615 755|223 331 746
desequilibrio|8/3k4/8/7r/8/8/2K5/8 b - - 16 62|330 615 755|223 331 754
desequilibrio|8/3k3r/8/8/8/8/2K5/8 w - - 17 63|330 631 755|207 331 754
desequilibrio|8/3k3r/8/8/8/8/1K6/8 b - - 18 63|329 631 755|207 331 753
desequilibrio|7r/3k4/8/8/8/8/1K6/8 w - - 19 64|329 639 755|199 331 753
desequilibrio|7r/3k4/8/8/8/2K5/8/8 b - - 20 64|338 639 755|199 331 746
desequilibrio|6r1/3k4/8/8/8/2K5/8/8 w - - 21 65|338 638 755|198 331 746
desequilibrio|6r1/3k4/8/8/8/1K6/8/8 b - - 22 65|337 638 755|198 331 745
desequilibrio|5r2/3k4/8/8/8/1K6/8/8 w - - 23 66|337 637 755|197 331 745
desequilibrio|5r2/3k4/8/8/8/8/K7/8 b - - 24 66|328 637 755|197 331 752
desequilibrio|8/3k4/5r2/8/8/8/K7/8 w - - 25 67|328 621 755|213 331 752
desequilibrio|8/3k4/5r2/8/8/K7/8/8 b - - 26 67|336 621 755|213 331 744
desequilibrio|8/4k3/5r2/8/8/K7/8/8 w - - 27 68|336 621 756|213 332 744
desequilibrio|8/4k3/5r2/8/8/1K6/8/8 b - - 28 68|337 621 756|213 332 745
desequilibrio|8/4k3/3r4/8/8/1K6/8/8 w - - 29 69|337 619 756|211 332 745
desequilibrio|8/4k3/3r4/8/8/8/K7/8 b - - 30 69|328 619 756|211 332 752
desequilibrio|8/4k3/8/8/8/8/K7/3r4 w - - 31 70|328 579 756|251 332 752
desequilibrio|8/4k3/8/8/8/8/1K6/3r4 b - - 32 70|329 579 756|251 332 753
desequilibrio|8/4k3/8/8/8/8/1K6/4r3 w - - 33 71|329 580 756|252 332 753
desequilibrio|8/4k3/8/8/8/K7/8/4r3 b - - 34 71|336 580 756|252 332 744
desequilibrio|8/4k3/8/8/8/K7/8/5r2 w - - 35 72|336 581 756|253 332 744
desequilibrio|8/4k3/8/8/K7/8/8/5r2 b - - 36 72|344 581 756|253 332 736
desequilibrio|8/4k3/8/8/K7/8/8/1r6 w - - 37 73|344 577 756|249 332 736
desequilibrio|8/4k3/8/8/8/K7/8/1r6 b - - 38 73|336 577 756|249 332 744
desequilibrio|8/4k3/8/8/8/K7/8/6r1 w - - 39 74|336 582 756|254 332 744
desequilibrio|8/4k3/8/8/8/1K6/8/6r1 b - - 40 74|337 582 756|254 332 745
desequilibrio|8/5k2/8/8/8/1K6/8/6r1 w - - 41 75|337 582 757|254 333 745
desequilibrio|8/5k2/8/8/8/2K5/8/6r1 b - - 42 75|338 582 757|254 333 746
desequilibrio|6k1/8/8/8/8/2K5/8/6r1 w - - 43 76|338 582 766|254 326 746
desequilibrio|6k1/8/8/8/8/8/2K5/6r1 b - - 44 76|330 582 766|254 326 754
desequilibrio|6k1/8/8/8/8/8/2K5/4r3 w - - 45 77|330 580 766|252 326 754
desequilibrio|6k1/8/8/8/8/8/1K6/4r3 b - - 46 77|329 580 766|252 326 753
desequilibrio|6k1/8/8/8/8/8/1K6/3r4 w - - 47 78|329 579 766|251 326 753
desequilibrio|6k1/8/8/8/8/8/K7/3r4 b - - 48 78|328 579 766|251 326 752
desequilibrio|6k1/8/8/8/8/8/K2r4/8 w - - 49 79|328 587 766|243 326 752
desequilibrio|6k1/8/8/8/8/1K6/3r4/8 b - - 50 79|337 587 766|243 326 745
desequilibrio|8/5k2/8/8/8/1K6/3r4/8 w - - 51 80|337 587 757|243 333 745
desequilibrio|8/5k2/8/8/1K6/8/3r4/8 b - - 52 80|345 587 757|243 333 737
desequilibrio|3r4/5k2/8/8/1K6/8/8/8 w - - 53 81|345 635 757|195 333 737
desequilibrio|3r4/5k2/8/8/8/1K6/8/8 b - - 54 81|337 635 757|195 333 745
desequilibrio|8/3r1k2/8/8/8/1K6/8/8 w - - 55 82|337 627 757|203 333 745
desequilibrio|8/3r1k2/8/8/1K6/8/8/8 b - - 56 82|345 627 757|203 333 737
desequilibrio|8/3r4/5k2/8/1K6/8/8/8 w - - 57 83|345 627 749|203 341 737
desequilibrio|8/3r4/5k2/1K6/8/8/8/8 b - - 58 83|353 627 749|203 341 729
desequilibrio|8/3r2k1/8/1K6/8/8/8/8 w - - 59 84|353 627 758|203 334 729
desequilibrio|8/3r2k1/8/8/K7/8/8/8 b - - 60 84|344 627 758|203 334 736
desequilibrio|8/6k1/8/8/K7/8/3r4/8 w - - 61 85|344 587 758|243 334 736
desequilibrio|8/6k1/8/8/8/K7/3r4/8 b - - 62 85|336 587 758|243 334 744
desequilibrio|8/5k2/8/8/8/K7/3r4/8 w - - 63 86|336 587 757|243 333 744
desequilibrio|8/5k2/8/8/8/1K6/3r4/8 b - - 64 86|337 587 757|243 333 745
desequilibrio|8/5k2/8/8/8/1K6/r7/8 w - - 65 87|337 584 757|240 333 745
desequilibrio|r4b1r/2p1p2p/1pp2pk1/p7/2b5/4PP1P/3K2P1/RN4NR w - - 0 18|14 20 21 23 65 70 192 199 331 416 425 426 429 434 436 439 538 573 632 639 750|10 12 15 17 18 21 24 133 162 192 199 342 428 429 431 438 505 510 632 639 755
desequilibrio|r4b1r/2p1p2p/2p2pk1/p7/2b5/4PP1P/3K2P1/1N4NR w - - 0 19|14 20 21 23 65 70 199 331 416 426 429 434 436 439 538 573 632 639 750|10 12 15 18 21 24 133 162 192 199 342 428 429 431 438 505 510 639 755
desequilibrio|r4b1r/2p1p2p/2p2pk1/p7/2b5/N3PP1P/3K2P1/6NR b - - 1 19|14 20 21 23 70 80 199 331 416 426 429 434 436 439 538 573 632 639 750|10 12 15 18 21 24 133 162 192 199 342 428 429 431 438 488 510 639 755
desequilibrio|r4bbr/2p1p2p/2p2pk1/p7/8/N3PP1P/3K2P1/6NR w - - 2 20|14 20 21 23 70 80 199 331 416 426 429 434 436 439 573 574 632 639 750|10 12 15 18 21 24 133 134 192 199 342 428 429 431 438 488 510 639 755
desequilibrio|r4bbr/2p1p2p/2p2pk1/p7/8/N3PP1P/6P1/3K2NR b - - 3 20|14 20 21 23 70 80 199 323 416 426 429 434 436 439 573 574 632 639 750|10 12 15 18 21 24 133 134 192 199 342 428 429 431 438 488 510 639 763
desequilibrio|r4bbr/2p1p2p/2p2p2/p6k/8/N3PP1P/6P1/3K2NR w - - 4 21|14 20 21 23 70 80 199 323 416 426 429 434 436 439 573 574 632 639 743|10 12 15 18 21 24 133 134 192 199 351 428 429 431 438 488 510 639 763
desequilibrio|r4bbr/2p1p2p/2p2p2/p6k/8/N3PP1P/6P1/4K1NR b - - 5 21|14 20 21 23 70 80 199 324 416 426 429 434 436 439 573 574 632 639 743|10 12 15 18 21 24 133 134 192 199 351 428 429 431 438 488 510 639 764
desequilibrio|r4b1r/2p1p2p/2p2p2/p2b3k/8/N3PP1P/6P1/4K1NR w - - 6 22|14 20 21 23 70 80 199 324 416 426 429 434 436 439 547 573 632 639 743|10 12 15 18 21 24 133 155 192 199 351 428 429 431 438 488 510 639 764
